txn_date,provinceEn,inflection,inflection_total,density,density_male,density_female,tourist,tourist_thai,tourist_foreign,pm25,pm10,update_date
1/4/2021,Krabi,0,27,478376,237526,240850,100764,99754,1010,,,19/1/2022 7:23
1/4/2021,Bangkok,11,4855,5574497,2617639,2956858,1115611,1063854,51757,79,22,19/1/2022 7:23
1/4/2021,Kanchanaburi,0,16,892843,448201,444642,243519,243308,211,73,22,19/1/2022 7:23
1/4/2021,Kalasin,0,4,976734,482933,493801,12687,12687,0,,,19/1/2022 7:23
1/4/2021,Kamphaeng Phet,0,2,713471,352392,361079,39769,39688,81,,,19/1/2022 7:23
1/4/2021,Khon Kaen,0,20,1793256,881683,911573,57354,57291,63,149,58,19/1/2022 7:23
1/4/2021,Chanthaburi,0,224,535634,261945,273689,116001,115931,70,,,19/1/2022 7:23
1/4/2021,Chachoengsao,0,45,721596,353738,367858,29877,29877,0,61,36,19/1/2022 7:23
1/4/2021,Chon Buri,1,1495,1572004,766532,805472,156392,155350,1042,47,30,19/1/2022 7:23
1/4/2021,Chai Nat,0,11,321758,154645,167113,31521,31521,0,,,19/1/2022 7:23
1/4/2021,Chaiyaphum,0,11,1123903,555222,568681,40561,40512,49,,,19/1/2022 7:23
1/4/2021,Chumphon,0,21,509518,251414,258104,61047,60995,52,,,19/1/2022 7:23
1/4/2021,Trang,0,12,640411,313222,327189,40640,40547,93,,,19/1/2022 7:23
1/4/2021,Trat,0,33,228569,113072,115497,137616,137392,224,,,19/1/2022 7:23
1/4/2021,Tak,0,322,672976,340316,332660,59385,59312,73,,,19/1/2022 7:23
1/4/2021,Nakhon Nayok,0,18,259750,128155,131595,76708,76708,0,,,19/1/2022 7:23
1/4/2021,Nakhon Pathom,0,193,922448,443178,479270,98319,98268,51,90,40,19/1/2022 7:23
1/4/2021,Nakhon Phanom,0,3,716791,357234,359557,27584,27557,27,,,19/1/2022 7:23
1/4/2021,Nakhon Ratchasima,0,32,2633610,1294642,1338968,314682,313761,921,92,31,19/1/2022 7:23
1/4/2021,Nakhon Si Thammarat,0,16,1550947,765252,785695,108124,107604,520,,,19/1/2022 7:23
1/4/2021,Nakhon Sawan,0,15,1038712,506804,531908,115116,115001,115,131,49,19/1/2022 7:23
1/4/2021,Nonthaburi,0,460,1281245,596307,684938,33945,33820,125,55,14,19/1/2022 7:23
1/4/2021,Narathiwat,0,68,806698,398996,407702,12366,12366,0,43,18,19/1/2022 7:23
1/4/2021,Nan,0,1,476372,238449,237923,60575,60465,110,,,19/1/2022 7:23
1/4/2021,Bueng Kan,0,0,422066,211554,210512,5420,5420,0,,,19/1/2022 7:23
1/4/2021,Buri Ram,0,15,1580079,784198,795881,38966,38860,106,,,19/1/2022 7:23
1/4/2021,Pathum Thani,0,815,1180730,559573,621157,17584,17443,141,70,21,19/1/2022 7:23
1/4/2021,Prachuap Khiri Khan,0,25,551205,272975,278230,275365,275243,122,,,19/1/2022 7:23
1/4/2021,Prachin Buri,0,21,494574,244431,250143,62857,62857,0,77,32,19/1/2022 7:23
1/4/2021,Pattani,0,97,727686,359470,368216,11318,11318,0,,,19/1/2022 7:23
1/4/2021,Phra Nakhon Si Ayutthaya,0,68,819654,393768,425886,230549,229807,742,80,51,19/1/2022 7:23
1/4/2021,Phayao,0,4,466174,226975,239199,34541,34442,99,175,103,19/1/2022 7:23
1/4/2021,Phang-nga,0,2,268508,133879,134629,132253,130614,1639,,,19/1/2022 7:23
1/4/2021,Phatthalung,0,17,523116,254885,268231,50714,50714,0,,,19/1/2022 7:23
1/4/2021,Phichit,0,10,531541,259263,272278,52325,52325,0,,,19/1/2022 7:23
1/4/2021,Phitsanulok,0,7,848043,415270,432773,150029,149890,139,,,19/1/2022 7:23
1/4/2021,Phuket,0,231,413242,195176,218066,185057,183877,1180,49,28,19/1/2022 7:23
1/4/2021,Maha Sarakham,0,22,951507,466454,485053,12276,12276,0,,,19/1/2022 7:23
1/4/2021,Mukdahan,0,6,350834,175233,175601,29874,29874,0,,,19/1/2022 7:23
1/4/2021,Yala,0,147,539921,268685,271236,29789,29789,0,58,24,19/1/2022 7:23
1/4/2021,Yasothon,0,2,534065,266640,267425,23761,23761,0,,,19/1/2022 7:23
1/4/2021,Ranong,0,1,194741,98300,96441,52522,52361,161,,,19/1/2022 7:23
1/4/2021,Rayong,0,602,744962,365850,379112,102268,101970,298,45,22,19/1/2022 7:23
1/4/2021,Ratchaburi,0,59,869447,422955,446492,42340,42325,15,,,19/1/2022 7:23
1/4/2021,Roi Et,0,4,1297612,643180,654432,9529,9529,0,,,19/1/2022 7:23
1/4/2021,Lop Buri,0,24,741974,370517,371457,54769,54707,62,,,19/1/2022 7:23
1/4/2021,Lampang,0,7,727166,354266,372900,88127,87577,550,172,97,19/1/2022 7:23
1/4/2021,Lamphun,0,6,401750,193199,208551,70522,70337,185,,,19/1/2022 7:23
1/4/2021,Si Sa Ket,0,9,1457730,725631,732099,15523,15523,0,,,19/1/2022 7:23
1/4/2021,Sakon Nakhon,0,1,1146692,569813,576879,27390,27375,15,,,19/1/2022 7:23
1/4/2021,Songkhla,0,149,1429058,696568,732490,69929,69891,38,58,34,19/1/2022 7:23
1/4/2021,Satun,0,24,324321,161388,162933,73143,72554,589,32,29,19/1/2022 7:23
1/4/2021,Samut Prakarn,3,816,1354390,645522,708868,27501,27263,238,,,19/1/2022 7:23
1/4/2021,Samut Songkhram,0,75,191749,91610,100139,126386,126314,72,47,9,19/1/2022 7:23
1/4/2021,Samut Sakhon,11,17134,586317,282574,303743,6690,6639,51,93,24,19/1/2022 7:23
1/4/2021,Saraburi,0,23,644230,316852,327378,96839,96724,115,79,50,19/1/2022 7:23
1/4/2021,Sa kaeo,0,15,561071,280075,280996,23441,23441,0,35,17,19/1/2022 7:23
1/4/2021,Sing Buri,0,17,205427,97606,107821,17847,17847,0,,,19/1/2022 7:23
1/4/2021,Suphan Buri,0,39,837370,404033,433337,72907,72907,0,,,19/1/2022 7:23
1/4/2021,Surat Thani,0,30,1068273,526182,542091,65669,65132,537,64,32,19/1/2022 7:23
1/4/2021,Surin,0,14,1377326,685192,692134,24004,23993,11,,,19/1/2022 7:23
1/4/2021,Sukhothai,0,5,586830,284310,302520,56642,55966,676,,,19/1/2022 7:23
1/4/2021,Nong Khai,0,5,517147,256546,260601,20943,20864,79,126,48,19/1/2022 7:23
1/4/2021,Nong Bua Lam Phu,0,5,509129,253956,255173,4947,4947,0,,,19/1/2022 7:23
1/4/2021,Amnat Charoen,0,4,376158,187258,188900,7354,7354,0,,,19/1/2022 7:23
1/4/2021,Udon Thani,0,11,1567503,776622,790881,39172,39152,20,,,19/1/2022 7:23
1/4/2021,Uttaradit,0,6,447754,218285,229469,47493,47493,0,,,19/1/2022 7:23
1/4/2021,Uthai Thani,0,1,325542,159106,166436,61633,61633,0,,,19/1/2022 7:23
1/4/2021,Ubon Ratchathani,0,19,1866247,931793,934454,115331,115317,14,102,43,19/1/2022 7:23
1/4/2021,Ang Thong,0,124,275944,132088,143856,35544,35544,0,,,19/1/2022 7:23
1/4/2021,Chiang Rai,0,74,1295958,630131,665827,132092,131542,550,177,119,19/1/2022 7:23
1/4/2021,Chiang Mai,0,67,1785706,863274,922432,396241,392204,4037,169,102,19/1/2022 7:23
1/4/2021,Phetchaburi,0,92,482292,232840,249452,385714,385488,226,,,19/1/2022 7:23
1/4/2021,Phetchabun,0,4,980662,483966,496696,95174,94812,362,,,19/1/2022 7:23
1/4/2021,Loei,0,12,638441,319953,318488,50148,50126,22,112,79,19/1/2022 7:23
1/4/2021,Phrae,0,1,436290,210317,225973,62210,62067,143,173,83,19/1/2022 7:23
1/4/2021,Mae Hong Son,0,5,285552,144717,140835,42084,41573,511,200,98,19/1/2022 7:23
1/4/2021,,0,12,,,,,,,,,19/1/2022 7:23
2/4/2021,Krabi,0,27,478376,237526,240850,100764,99754,1010,,,19/1/2022 7:23
2/4/2021,Bangkok,24,4879,5574497,2617639,2956858,1115611,1063854,51757,47,28,19/1/2022 7:23
2/4/2021,Kanchanaburi,0,16,892843,448201,444642,243519,243308,211,40,19,19/1/2022 7:23
2/4/2021,Kalasin,0,4,976734,482933,493801,12687,12687,0,,,19/1/2022 7:23
2/4/2021,Kamphaeng Phet,0,2,713471,352392,361079,39769,39688,81,,,19/1/2022 7:23
2/4/2021,Khon Kaen,0,20,1793256,881683,911573,57354,57291,63,101,57,19/1/2022 7:23
2/4/2021,Chanthaburi,0,224,535634,261945,273689,116001,115931,70,,,19/1/2022 7:23
2/4/2021,Chachoengsao,0,45,721596,353738,367858,29877,29877,0,50,38,19/1/2022 7:23
2/4/2021,Chon Buri,6,1501,1572004,766532,805472,156392,155350,1042,36,22,19/1/2022 7:23
2/4/2021,Chai Nat,0,11,321758,154645,167113,31521,31521,0,,,19/1/2022 7:23
2/4/2021,Chaiyaphum,0,11,1123903,555222,568681,40561,40512,49,,,19/1/2022 7:23
2/4/2021,Chumphon,0,21,509518,251414,258104,61047,60995,52,,,19/1/2022 7:23
2/4/2021,Trang,0,12,640411,313222,327189,40640,40547,93,,,19/1/2022 7:23
2/4/2021,Trat,0,33,228569,113072,115497,137616,137392,224,,,19/1/2022 7:23
2/4/2021,Tak,2,324,672976,340316,332660,59385,59312,73,,,19/1/2022 7:23
2/4/2021,Nakhon Nayok,0,18,259750,128155,131595,76708,76708,0,,,19/1/2022 7:23
2/4/2021,Nakhon Pathom,0,193,922448,443178,479270,98319,98268,51,95,41,19/1/2022 7:23
2/4/2021,Nakhon Phanom,0,3,716791,357234,359557,27584,27557,27,,,19/1/2022 7:23
2/4/2021,Nakhon Ratchasima,0,32,2633610,1294642,1338968,314682,313761,921,60,43,19/1/2022 7:23
2/4/2021,Nakhon Si Thammarat,0,16,1550947,765252,785695,108124,107604,520,,,19/1/2022 7:23
2/4/2021,Nakhon Sawan,0,15,1038712,506804,531908,115116,115001,115,86,45,19/1/2022 7:23
2/4/2021,Nonthaburi,5,465,1281245,596307,684938,33945,33820,125,28,21,19/1/2022 7:23
2/4/2021,Narathiwat,0,68,806698,398996,407702,12366,12366,0,33,20,19/1/2022 7:23
2/4/2021,Nan,0,1,476372,238449,237923,60575,60465,110,,,19/1/2022 7:23
2/4/2021,Bueng Kan,0,0,422066,211554,210512,5420,5420,0,,,19/1/2022 7:23
2/4/2021,Buri Ram,0,15,1580079,784198,795881,38966,38860,106,,,19/1/2022 7:23
2/4/2021,Pathum Thani,0,815,1180730,559573,621157,17584,17443,141,50,30,19/1/2022 7:23
2/4/2021,Prachuap Khiri Khan,0,25,551205,272975,278230,275365,275243,122,,,19/1/2022 7:23
2/4/2021,Prachin Buri,0,21,494574,244431,250143,62857,62857,0,63,31,19/1/2022 7:23
2/4/2021,Pattani,0,97,727686,359470,368216,11318,11318,0,,,19/1/2022 7:23
2/4/2021,Phra Nakhon Si Ayutthaya,0,68,819654,393768,425886,230549,229807,742,58,49,19/1/2022 7:23
2/4/2021,Phayao,0,4,466174,226975,239199,34541,34442,99,172,75,19/1/2022 7:23
2/4/2021,Phang-nga,0,2,268508,133879,134629,132253,130614,1639,,,19/1/2022 7:23
2/4/2021,Phatthalung,0,17,523116,254885,268231,50714,50714,0,,,19/1/2022 7:23
2/4/2021,Phichit,0,10,531541,259263,272278,52325,52325,0,,,19/1/2022 7:23
2/4/2021,Phitsanulok,0,7,848043,415270,432773,150029,149890,139,,,19/1/2022 7:23
2/4/2021,Phuket,0,231,413242,195176,218066,185057,183877,1180,57,33,19/1/2022 7:23
2/4/2021,Maha Sarakham,0,22,951507,466454,485053,12276,12276,0,,,19/1/2022 7:23
2/4/2021,Mukdahan,0,6,350834,175233,175601,29874,29874,0,,,19/1/2022 7:23
2/4/2021,Yala,0,147,539921,268685,271236,29789,29789,0,50,25,19/1/2022 7:23
2/4/2021,Yasothon,0,2,534065,266640,267425,23761,23761,0,,,19/1/2022 7:23
2/4/2021,Ranong,0,1,194741,98300,96441,52522,52361,161,,,19/1/2022 7:23
2/4/2021,Rayong,0,602,744962,365850,379112,102268,101970,298,35,25,19/1/2022 7:23
2/4/2021,Ratchaburi,0,59,869447,422955,446492,42340,42325,15,,,19/1/2022 7:23
2/4/2021,Roi Et,0,4,1297612,643180,654432,9529,9529,0,,,19/1/2022 7:23
2/4/2021,Lop Buri,0,24,741974,370517,371457,54769,54707,62,,,19/1/2022 7:23
2/4/2021,Lampang,0,7,727166,354266,372900,88127,87577,550,178,77,19/1/2022 7:23
2/4/2021,Lamphun,0,6,401750,193199,208551,70522,70337,185,,,19/1/2022 7:23
2/4/2021,Si Sa Ket,0,9,1457730,725631,732099,15523,15523,0,,,19/1/2022 7:23
2/4/2021,Sakon Nakhon,0,1,1146692,569813,576879,27390,27375,15,,,19/1/2022 7:23
2/4/2021,Songkhla,0,149,1429058,696568,732490,69929,69891,38,60,40,19/1/2022 7:23
2/4/2021,Satun,0,24,324321,161388,162933,73143,72554,589,34,21,19/1/2022 7:23
2/4/2021,Samut Prakarn,6,822,1354390,645522,708868,27501,27263,238,,,19/1/2022 7:23
2/4/2021,Samut Songkhram,0,75,191749,91610,100139,126386,126314,72,20,11,19/1/2022 7:23
2/4/2021,Samut Sakhon,14,17148,586317,282574,303743,6690,6639,51,56,24,19/1/2022 7:23
2/4/2021,Saraburi,0,23,644230,316852,327378,96839,96724,115,58,57,19/1/2022 7:23
2/4/2021,Sa kaeo,0,15,561071,280075,280996,23441,23441,0,25,25,19/1/2022 7:23
2/4/2021,Sing Buri,0,17,205427,97606,107821,17847,17847,0,,,19/1/2022 7:23
2/4/2021,Suphan Buri,0,39,837370,404033,433337,72907,72907,0,,,19/1/2022 7:23
2/4/2021,Surat Thani,0,30,1068273,526182,542091,65669,65132,537,51,35,19/1/2022 7:23
2/4/2021,Surin,0,14,1377326,685192,692134,24004,23993,11,,,19/1/2022 7:23
2/4/2021,Sukhothai,0,5,586830,284310,302520,56642,55966,676,,,19/1/2022 7:23
2/4/2021,Nong Khai,0,5,517147,256546,260601,20943,20864,79,101,27,19/1/2022 7:23
2/4/2021,Nong Bua Lam Phu,0,5,509129,253956,255173,4947,4947,0,,,19/1/2022 7:23
2/4/2021,Amnat Charoen,0,4,376158,187258,188900,7354,7354,0,,,19/1/2022 7:23
2/4/2021,Udon Thani,0,11,1567503,776622,790881,39172,39152,20,,,19/1/2022 7:23
2/4/2021,Uttaradit,0,6,447754,218285,229469,47493,47493,0,,,19/1/2022 7:23
2/4/2021,Uthai Thani,0,1,325542,159106,166436,61633,61633,0,,,19/1/2022 7:23
2/4/2021,Ubon Ratchathani,0,19,1866247,931793,934454,115331,115317,14,88,55,19/1/2022 7:23
2/4/2021,Ang Thong,0,124,275944,132088,143856,35544,35544,0,,,19/1/2022 7:23
2/4/2021,Chiang Rai,0,74,1295958,630131,665827,132092,131542,550,214,159,19/1/2022 7:23
2/4/2021,Chiang Mai,0,67,1785706,863274,922432,396241,392204,4037,183,98,19/1/2022 7:23
2/4/2021,Phetchaburi,0,92,482292,232840,249452,385714,385488,226,,,19/1/2022 7:23
2/4/2021,Phetchabun,0,4,980662,483966,496696,95174,94812,362,,,19/1/2022 7:23
2/4/2021,Loei,1,13,638441,319953,318488,50148,50126,22,124,59,19/1/2022 7:23
2/4/2021,Phrae,0,1,436290,210317,225973,62210,62067,143,163,59,19/1/2022 7:23
2/4/2021,Mae Hong Son,0,5,285552,144717,140835,42084,41573,511,205,163,19/1/2022 7:23
2/4/2021,,0,12,,,,,,,,,19/1/2022 7:23
3/4/2021,Krabi,0,27,478376,237526,240850,100764,99754,1010,,,19/1/2022 7:23
3/4/2021,Bangkok,41,4920,5574497,2617639,2956858,1115611,1063854,51757,55,30,19/1/2022 7:23
3/4/2021,Kanchanaburi,0,16,892843,448201,444642,243519,243308,211,26,19,19/1/2022 7:23
3/4/2021,Kalasin,0,4,976734,482933,493801,12687,12687,0,,,19/1/2022 7:23
3/4/2021,Kamphaeng Phet,0,2,713471,352392,361079,39769,39688,81,,,19/1/2022 7:23
3/4/2021,Khon Kaen,0,20,1793256,881683,911573,57354,57291,63,107,46,19/1/2022 7:23
3/4/2021,Chanthaburi,0,224,535634,261945,273689,116001,115931,70,,,19/1/2022 7:23
3/4/2021,Chachoengsao,0,45,721596,353738,367858,29877,29877,0,49,37,19/1/2022 7:23
3/4/2021,Chon Buri,1,1502,1572004,766532,805472,156392,155350,1042,36,24,19/1/2022 7:23
3/4/2021,Chai Nat,0,11,321758,154645,167113,31521,31521,0,,,19/1/2022 7:23
3/4/2021,Chaiyaphum,0,11,1123903,555222,568681,40561,40512,49,,,19/1/2022 7:23
3/4/2021,Chumphon,0,21,509518,251414,258104,61047,60995,52,,,19/1/2022 7:23
3/4/2021,Trang,0,12,640411,313222,327189,40640,40547,93,,,19/1/2022 7:23
3/4/2021,Trat,0,33,228569,113072,115497,137616,137392,224,,,19/1/2022 7:23
3/4/2021,Tak,1,325,672976,340316,332660,59385,59312,73,,,19/1/2022 7:23
3/4/2021,Nakhon Nayok,0,18,259750,128155,131595,76708,76708,0,,,19/1/2022 7:23
3/4/2021,Nakhon Pathom,5,198,922448,443178,479270,98319,98268,51,83,34,19/1/2022 7:23
3/4/2021,Nakhon Phanom,0,3,716791,357234,359557,27584,27557,27,,,19/1/2022 7:23
3/4/2021,Nakhon Ratchasima,0,32,2633610,1294642,1338968,314682,313761,921,85,34,19/1/2022 7:23
3/4/2021,Nakhon Si Thammarat,0,16,1550947,765252,785695,108124,107604,520,,,19/1/2022 7:23
3/4/2021,Nakhon Sawan,0,15,1038712,506804,531908,115116,115001,115,102,156,19/1/2022 7:23
3/4/2021,Nonthaburi,4,469,1281245,596307,684938,33945,33820,125,41,30,19/1/2022 7:23
3/4/2021,Narathiwat,1,69,806698,398996,407702,12366,12366,0,39,24,19/1/2022 7:23
3/4/2021,Nan,0,1,476372,238449,237923,60575,60465,110,,,19/1/2022 7:23
3/4/2021,Bueng Kan,0,0,422066,211554,210512,5420,5420,0,,,19/1/2022 7:23
3/4/2021,Buri Ram,0,15,1580079,784198,795881,38966,38860,106,,,19/1/2022 7:23
3/4/2021,Pathum Thani,3,818,1180730,559573,621157,17584,17443,141,66,27,19/1/2022 7:23
3/4/2021,Prachuap Khiri Khan,0,25,551205,272975,278230,275365,275243,122,,,19/1/2022 7:23
3/4/2021,Prachin Buri,0,21,494574,244431,250143,62857,62857,0,67,33,19/1/2022 7:23
3/4/2021,Pattani,0,97,727686,359470,368216,11318,11318,0,,,19/1/2022 7:23
3/4/2021,Phra Nakhon Si Ayutthaya,0,68,819654,393768,425886,230549,229807,742,59,44,19/1/2022 7:23
3/4/2021,Phayao,0,4,466174,226975,239199,34541,34442,99,156,56,19/1/2022 7:23
3/4/2021,Phang-nga,0,2,268508,133879,134629,132253,130614,1639,,,19/1/2022 7:23
3/4/2021,Phatthalung,0,17,523116,254885,268231,50714,50714,0,,,19/1/2022 7:23
3/4/2021,Phichit,0,10,531541,259263,272278,52325,52325,0,,,19/1/2022 7:23
3/4/2021,Phitsanulok,0,7,848043,415270,432773,150029,149890,139,,,19/1/2022 7:23
3/4/2021,Phuket,0,231,413242,195176,218066,185057,183877,1180,66,36,19/1/2022 7:23
3/4/2021,Maha Sarakham,0,22,951507,466454,485053,12276,12276,0,,,19/1/2022 7:23
3/4/2021,Mukdahan,0,6,350834,175233,175601,29874,29874,0,,,19/1/2022 7:23
3/4/2021,Yala,2,149,539921,268685,271236,29789,29789,0,56,25,19/1/2022 7:23
3/4/2021,Yasothon,0,2,534065,266640,267425,23761,23761,0,,,19/1/2022 7:23
3/4/2021,Ranong,0,1,194741,98300,96441,52522,52361,161,,,19/1/2022 7:23
3/4/2021,Rayong,0,602,744962,365850,379112,102268,101970,298,32,21,19/1/2022 7:23
3/4/2021,Ratchaburi,0,59,869447,422955,446492,42340,42325,15,,,19/1/2022 7:23
3/4/2021,Roi Et,0,4,1297612,643180,654432,9529,9529,0,,,19/1/2022 7:23
3/4/2021,Lop Buri,0,24,741974,370517,371457,54769,54707,62,,,19/1/2022 7:23
3/4/2021,Lampang,0,7,727166,354266,372900,88127,87577,550,149,63,19/1/2022 7:23
3/4/2021,Lamphun,0,6,401750,193199,208551,70522,70337,185,,,19/1/2022 7:23
3/4/2021,Si Sa Ket,0,9,1457730,725631,732099,15523,15523,0,,,19/1/2022 7:23
3/4/2021,Sakon Nakhon,0,1,1146692,569813,576879,27390,27375,15,,,19/1/2022 7:23
3/4/2021,Songkhla,0,149,1429058,696568,732490,69929,69891,38,73,35,19/1/2022 7:23
3/4/2021,Satun,0,24,324321,161388,162933,73143,72554,589,43,29,19/1/2022 7:23
3/4/2021,Samut Prakarn,5,827,1354390,645522,708868,27501,27263,238,,,19/1/2022 7:23
3/4/2021,Samut Songkhram,0,75,191749,91610,100139,126386,126314,72,24,16,19/1/2022 7:23
3/4/2021,Samut Sakhon,12,17160,586317,282574,303743,6690,6639,51,57,21,19/1/2022 7:23
3/4/2021,Saraburi,0,23,644230,316852,327378,96839,96724,115,73,65,19/1/2022 7:23
3/4/2021,Sa kaeo,0,15,561071,280075,280996,23441,23441,0,37,16,19/1/2022 7:23
3/4/2021,Sing Buri,0,17,205427,97606,107821,17847,17847,0,,,19/1/2022 7:23
3/4/2021,Suphan Buri,9,48,837370,404033,433337,72907,72907,0,,,19/1/2022 7:23
3/4/2021,Surat Thani,0,30,1068273,526182,542091,65669,65132,537,66,39,19/1/2022 7:23
3/4/2021,Surin,0,14,1377326,685192,692134,24004,23993,11,,,19/1/2022 7:23
3/4/2021,Sukhothai,0,5,586830,284310,302520,56642,55966,676,,,19/1/2022 7:23
3/4/2021,Nong Khai,0,5,517147,256546,260601,20943,20864,79,54,9,19/1/2022 7:23
3/4/2021,Nong Bua Lam Phu,0,5,509129,253956,255173,4947,4947,0,,,19/1/2022 7:23
3/4/2021,Amnat Charoen,0,4,376158,187258,188900,7354,7354,0,,,19/1/2022 7:23
3/4/2021,Udon Thani,0,11,1567503,776622,790881,39172,39152,20,,,19/1/2022 7:23
3/4/2021,Uttaradit,0,6,447754,218285,229469,47493,47493,0,,,19/1/2022 7:23
3/4/2021,Uthai Thani,0,1,325542,159106,166436,61633,61633,0,,,19/1/2022 7:23
3/4/2021,Ubon Ratchathani,0,19,1866247,931793,934454,115331,115317,14,126,43,19/1/2022 7:23
3/4/2021,Ang Thong,0,124,275944,132088,143856,35544,35544,0,,,19/1/2022 7:23
3/4/2021,Chiang Rai,0,74,1295958,630131,665827,132092,131542,550,306,105,19/1/2022 7:23
3/4/2021,Chiang Mai,0,67,1785706,863274,922432,396241,392204,4037,179,74,19/1/2022 7:23
3/4/2021,Phetchaburi,0,92,482292,232840,249452,385714,385488,226,,,19/1/2022 7:23
3/4/2021,Phetchabun,0,4,980662,483966,496696,95174,94812,362,,,19/1/2022 7:23
3/4/2021,Loei,0,13,638441,319953,318488,50148,50126,22,107,33,19/1/2022 7:23
3/4/2021,Phrae,0,1,436290,210317,225973,62210,62067,143,129,44,19/1/2022 7:23
3/4/2021,Mae Hong Son,0,5,285552,144717,140835,42084,41573,511,321,192,19/1/2022 7:23
3/4/2021,,0,12,,,,,,,,,19/1/2022 7:23
4/4/2021,Krabi,0,27,478376,237526,240850,100764,99754,1010,,,19/1/2022 7:23
4/4/2021,Bangkok,41,4961,5574497,2617639,2956858,1115611,1063854,51757,59,47,19/1/2022 7:23
4/4/2021,Kanchanaburi,0,16,892843,448201,444642,243519,243308,211,27,24,19/1/2022 7:23
4/4/2021,Kalasin,0,4,976734,482933,493801,12687,12687,0,,,19/1/2022 7:23
4/4/2021,Kamphaeng Phet,0,2,713471,352392,361079,39769,39688,81,,,19/1/2022 7:23
4/4/2021,Khon Kaen,2,22,1793256,881683,911573,57354,57291,63,104,43,19/1/2022 7:23
4/4/2021,Chanthaburi,0,224,535634,261945,273689,116001,115931,70,,,19/1/2022 7:23
4/4/2021,Chachoengsao,0,45,721596,353738,367858,29877,29877,0,61,38,19/1/2022 7:23
4/4/2021,Chon Buri,8,1510,1572004,766532,805472,156392,155350,1042,43,31,19/1/2022 7:23
4/4/2021,Chai Nat,0,11,321758,154645,167113,31521,31521,0,,,19/1/2022 7:23
4/4/2021,Chaiyaphum,0,11,1123903,555222,568681,40561,40512,49,,,19/1/2022 7:23
4/4/2021,Chumphon,0,21,509518,251414,258104,61047,60995,52,,,19/1/2022 7:23
4/4/2021,Trang,0,12,640411,313222,327189,40640,40547,93,,,19/1/2022 7:23
4/4/2021,Trat,0,33,228569,113072,115497,137616,137392,224,,,19/1/2022 7:23
4/4/2021,Tak,0,325,672976,340316,332660,59385,59312,73,,,19/1/2022 7:23
4/4/2021,Nakhon Nayok,0,18,259750,128155,131595,76708,76708,0,,,19/1/2022 7:23
4/4/2021,Nakhon Pathom,3,201,922448,443178,479270,98319,98268,51,70,30,19/1/2022 7:23
4/4/2021,Nakhon Phanom,0,3,716791,357234,359557,27584,27557,27,,,19/1/2022 7:23
4/4/2021,Nakhon Ratchasima,0,32,2633610,1294642,1338968,314682,313761,921,73,33,19/1/2022 7:23
4/4/2021,Nakhon Si Thammarat,0,16,1550947,765252,785695,108124,107604,520,,,19/1/2022 7:23
4/4/2021,Nakhon Sawan,0,15,1038712,506804,531908,115116,115001,115,153,31,19/1/2022 7:23
4/4/2021,Nonthaburi,2,471,1281245,596307,684938,33945,33820,125,39,40,19/1/2022 7:23
4/4/2021,Narathiwat,1,70,806698,398996,407702,12366,12366,0,51,23,19/1/2022 7:23
4/4/2021,Nan,0,1,476372,238449,237923,60575,60465,110,,,19/1/2022 7:23
4/4/2021,Bueng Kan,0,0,422066,211554,210512,5420,5420,0,,,19/1/2022 7:23
4/4/2021,Buri Ram,0,15,1580079,784198,795881,38966,38860,106,,,19/1/2022 7:23
4/4/2021,Pathum Thani,2,820,1180730,559573,621157,17584,17443,141,62,29,19/1/2022 7:23
4/4/2021,Prachuap Khiri Khan,0,25,551205,272975,278230,275365,275243,122,,,19/1/2022 7:23
4/4/2021,Prachin Buri,0,21,494574,244431,250143,62857,62857,0,68,30,19/1/2022 7:23
4/4/2021,Pattani,0,97,727686,359470,368216,11318,11318,0,,,19/1/2022 7:23
4/4/2021,Phra Nakhon Si Ayutthaya,1,69,819654,393768,425886,230549,229807,742,44,53,19/1/2022 7:23
4/4/2021,Phayao,0,4,466174,226975,239199,34541,34442,99,147,59,19/1/2022 7:23
4/4/2021,Phang-nga,0,2,268508,133879,134629,132253,130614,1639,,,19/1/2022 7:23
4/4/2021,Phatthalung,0,17,523116,254885,268231,50714,50714,0,,,19/1/2022 7:23
4/4/2021,Phichit,0,10,531541,259263,272278,52325,52325,0,,,19/1/2022 7:23
4/4/2021,Phitsanulok,0,7,848043,415270,432773,150029,149890,139,,,19/1/2022 7:23
4/4/2021,Phuket,0,231,413242,195176,218066,185057,183877,1180,76,45,19/1/2022 7:23
4/4/2021,Maha Sarakham,0,22,951507,466454,485053,12276,12276,0,,,19/1/2022 7:23
4/4/2021,Mukdahan,0,6,350834,175233,175601,29874,29874,0,,,19/1/2022 7:23
4/4/2021,Yala,2,151,539921,268685,271236,29789,29789,0,52,33,19/1/2022 7:23
4/4/2021,Yasothon,0,2,534065,266640,267425,23761,23761,0,,,19/1/2022 7:23
4/4/2021,Ranong,0,1,194741,98300,96441,52522,52361,161,,,19/1/2022 7:23
4/4/2021,Rayong,0,602,744962,365850,379112,102268,101970,298,39,35,19/1/2022 7:23
4/4/2021,Ratchaburi,0,59,869447,422955,446492,42340,42325,15,,,19/1/2022 7:23
4/4/2021,Roi Et,0,4,1297612,643180,654432,9529,9529,0,,,19/1/2022 7:23
4/4/2021,Lop Buri,0,24,741974,370517,371457,54769,54707,62,,,19/1/2022 7:23
