txn_date,provinceEn,inflection,inflection_total,density,density_male,density_female,tourist,tourist_thai,tourist_foreign,pm25,pm10,update_date
29/9/2021,Satun,38,2153,324578,161454,163124,1995,1995,0,37,26,19/1/2022 7:23
29/9/2021,Samut Prakarn,587,111367,1355935,645831,710104,12413,12329,84,,,19/1/2022 7:23
29/9/2021,Samut Songkhram,30,10226,191160,91278,99882,31388,31388,0,40,16,19/1/2022 7:23
29/9/2021,Samut Sakhon,99,106014,585760,282297,303463,7943,7943,0,111,46,19/1/2022 7:23
29/9/2021,Saraburi,155,26356,644131,316501,327630,30780,30737,43,71,71,19/1/2022 7:23
29/9/2021,Sa kaeo,220,13398,561572,280341,281231,4108,4108,0,37,23,19/1/2022 7:23
29/9/2021,Sing Buri,20,2637,204996,97383,107613,9410,9410,0,,,19/1/2022 7:23
29/9/2021,Suphan Buri,86,12577,835999,403285,432714,30584,30584,0,,,19/1/2022 7:23
29/9/2021,Surat Thani,220,12008,1072025,527245,544780,4772,3619,1153,56,27,19/1/2022 7:23
29/9/2021,Surin,22,14937,1376610,684728,691882,9296,9269,27,,,19/1/2022 7:23
29/9/2021,Sukhothai,36,5511,585695,283594,302101,6514,6514,0,,,19/1/2022 7:23
29/9/2021,Nong Khai,5,3164,516903,256356,260547,11497,11490,7,25,8,19/1/2022 7:23
29/9/2021,Nong Bua Lam Phu,7,3748,508929,253795,255134,1880,1880,0,,,19/1/2022 7:23
29/9/2021,Amnat Charoen,4,2777,376291,187148,189143,2964,2964,0,,,19/1/2022 7:23
29/9/2021,Udon Thani,121,17769,1566740,775793,790947,11621,11611,10,,,19/1/2022 7:23
29/9/2021,Uttaradit,13,3880,446754,217769,228985,7108,7108,0,,,19/1/2022 7:23
29/9/2021,Uthai Thani,23,3334,325202,158940,166262,2630,2630,0,,,19/1/2022 7:23
29/9/2021,Ubon Ratchathani,138,16716,1867421,932017,935404,25612,25612,0,58,34,19/1/2022 7:23
29/9/2021,Ang Thong,36,10432,275337,131732,143605,5978,5978,0,,,19/1/2022 7:23
29/9/2021,Chiang Rai,29,3680,1297567,630638,666929,52280,52001,279,40,16,19/1/2022 7:23
29/9/2021,Chiang Mai,59,12783,1787951,863847,924104,149552,148477,1075,55,29,19/1/2022 7:23
29/9/2021,Phetchaburi,125,18472,482635,232935,249700,88893,88804,89,,,19/1/2022 7:23
29/9/2021,Phetchabun,47,9307,978763,482612,496151,26514,26475,39,,,19/1/2022 7:23
29/9/2021,Loei,42,2993,638822,320038,318784,13785,13770,15,,,19/1/2022 7:23
29/9/2021,Phrae,14,1580,435288,209765,225523,11993,11993,0,40,19,19/1/2022 7:23
29/9/2021,Mae Hong Son,12,674,285937,144838,141099,11764,11539,225, ,2,19/1/2022 7:23
29/9/2021,,0,153,,,,,,,,,19/1/2022 7:23
30/9/2021,Krabi,176,4364,478854,237878,240976,4086,3912,174,,,19/1/2022 7:23
30/9/2021,Bangkok,1634,395043,5538629,2598539,2940090,448391,422787,25604,79,28,19/1/2022 7:23
30/9/2021,Kanchanaburi,170,17500,894044,448524,445520,190781,190728,53,55,27,19/1/2022 7:23
30/9/2021,Kalasin,25,7664,976025,482401,493624,4757,4757,0,,,19/1/2022 7:23
30/9/2021,Kamphaeng Phet,10,6973,712444,351736,360708,7679,7679,0,,,19/1/2022 7:23
30/9/2021,Khon Kaen,190,14585,1791794,880418,911376,36884,36884,0,77,37,19/1/2022 7:23
30/9/2021,Chanthaburi,263,11382,536411,262228,274183,24937,24842,95,,,19/1/2022 7:23
30/9/2021,Chachoengsao,146,31913,723178,354451,368727,7480,7480,0,72,29,19/1/2022 7:23
30/9/2021,Chon Buri,725,89875,1581618,771595,810023,119870,119059,811,64,33,19/1/2022 7:23
30/9/2021,Chai Nat,2,2305,320948,154287,166661,11052,11052,0,,,19/1/2022 7:23
30/9/2021,Chaiyaphum,55,10478,1122539,554554,567985,16842,16813,29,,,19/1/2022 7:23
30/9/2021,Chumphon,132,8985,509344,251379,257965,2620,2620,0,,,19/1/2022 7:23
30/9/2021,Trang,76,5715,639876,312767,327109,5191,5191,0,,,19/1/2022 7:23
30/9/2021,Trat,91,4911,228450,112952,115498,33159,33006,153,,,19/1/2022 7:23
30/9/2021,Tak,166,15905,675112,341344,333768,18741,18741,0,,,19/1/2022 7:23
30/9/2021,Nakhon Nayok,78,9755,260238,128796,131442,6150,6150,0,,,19/1/2022 7:23
30/9/2021,Nakhon Pathom,85,32421,921861,442674,479187,17076,17058,18,67,21,19/1/2022 7:23
30/9/2021,Nakhon Phanom,8,4787,717043,357140,359903,9839,9839,0,,,19/1/2022 7:23
30/9/2021,Nakhon Ratchasima,92,25077,2634005,1293977,1340028,158830,157909,921,60,31,19/1/2022 7:23
30/9/2021,Nakhon Si Thammarat,458,15727,1549321,764443,784878,9361,9361,0,,,19/1/2022 7:23
30/9/2021,Nakhon Sawan,129,11168,1036053,505240,530813,18756,18756,0,73,37,19/1/2022 7:23
30/9/2021,Nonthaburi,155,61754,1285994,598164,687830,13326,13275,51,52,10,19/1/2022 7:23
30/9/2021,Narathiwat,618,24345,808908,400179,408729,945,945,0,39,13,19/1/2022 7:23
30/9/2021,Nan,0,2361,475915,238017,237898,21353,21281,72,,,19/1/2022 7:23
30/9/2021,Bueng Kan,2,1785,421910,211455,210455,2662,2662,0,,,19/1/2022 7:23
30/9/2021,Buri Ram,36,15672,1579547,783516,796031,22217,22141,76,,,19/1/2022 7:23
30/9/2021,Pathum Thani,54,38245,1186767,562265,624502,10969,10893,76,79,38,19/1/2022 7:23
30/9/2021,Prachuap Khiri Khan,99,10988,553460,274610,278850,78909,78814,95,,,19/1/2022 7:23
30/9/2021,Prachin Buri,240,15880,494821,244371,250450,7010,7010,0,70,35,19/1/2022 7:23
30/9/2021,Pattani,176,21742,728989,360071,368918,1410,1410,0,,,19/1/2022 7:23
30/9/2021,Phra Nakhon Si Ayutthaya,148,27485,820211,393877,426334,63382,63260,122,47,38,19/1/2022 7:23
30/9/2021,Phayao,0,1717,465194,226350,238844,12520,12407,113,42,18,19/1/2022 7:23
30/9/2021,Phang-nga,57,2536,268130,133856,134274,11169,9671,1498,,,19/1/2022 7:23
30/9/2021,Phatthalung,90,4378,522511,254483,268028,1958,1958,0,,,19/1/2022 7:23
30/9/2021,Phichit,17,4196,530097,258414,271683,7058,7058,0,,,19/1/2022 7:23
30/9/2021,Phitsanulok,52,4792,847460,414773,432687,33623,33466,157,,,19/1/2022 7:23
30/9/2021,Phuket,190,11156,419217,198181,221036,85481,60028,25453,42,20,19/1/2022 7:23
30/9/2021,Maha Sarakham,43,9629,949461,465434,484027,4086,4086,0,,,19/1/2022 7:23
30/9/2021,Mukdahan,10,2055,351274,175455,175819,17246,17246,0,,,19/1/2022 7:23
30/9/2021,Yala,563,22943,541791,269774,272017,710,710,0,33,18,19/1/2022 7:23
30/9/2021,Yasothon,5,5526,533435,266108,267327,3724,3724,0,,,19/1/2022 7:23
30/9/2021,Ranong,53,8850,194674,98251,96423,2582,2582,0,,,19/1/2022 7:23
30/9/2021,Rayong,380,32195,749481,368005,381476,24688,24442,246,68,30,19/1/2022 7:23
30/9/2021,Ratchaburi,342,29954,868959,422400,446559,30897,30897,0,,,19/1/2022 7:23
30/9/2021,Roi Et,30,12923,1296274,642169,654105,3672,3672,0,,,19/1/2022 7:23
30/9/2021,Lop Buri,86,14512,740199,368985,371214,24082,24044,38,,,19/1/2022 7:23
30/9/2021,Lampang,7,2233,725923,353601,372322,9312,9210,102,61,21,19/1/2022 7:23
30/9/2021,Lamphun,33,2134,401450,192935,208515,8920,8828,92,,,19/1/2022 7:23
30/9/2021,Si Sa Ket,44,14848,1456968,725147,731821,15417,15417,0,,,19/1/2022 7:23
30/9/2021,Sakon Nakhon,6,7113,1146233,569519,576714,10521,10521,0,,,19/1/2022 7:23
30/9/2021,Songkhla,567,31517,1431271,697260,734011,1827,1827,0,56,27,19/1/2022 7:23
30/9/2021,Satun,43,2196,324578,161454,163124,1995,1995,0,47,26,19/1/2022 7:23
30/9/2021,Samut Prakarn,771,112138,1355935,645831,710104,12413,12329,84,,,19/1/2022 7:23
30/9/2021,Samut Songkhram,56,10282,191160,91278,99882,31388,31388,0,41,10,19/1/2022 7:23
30/9/2021,Samut Sakhon,444,106458,585760,282297,303463,7943,7943,0,83,39,19/1/2022 7:23
30/9/2021,Saraburi,217,26573,644131,316501,327630,30780,30737,43,72,66,19/1/2022 7:23
30/9/2021,Sa kaeo,196,13594,561572,280341,281231,4108,4108,0,52,18,19/1/2022 7:23
30/9/2021,Sing Buri,10,2647,204996,97383,107613,9410,9410,0,,,19/1/2022 7:23
30/9/2021,Suphan Buri,56,12633,835999,403285,432714,30584,30584,0,,,19/1/2022 7:23
30/9/2021,Surat Thani,233,12241,1072025,527245,544780,4772,3619,1153,83,25,19/1/2022 7:23
30/9/2021,Surin,44,14981,1376610,684728,691882,9296,9269,27,,,19/1/2022 7:23
30/9/2021,Sukhothai,27,5538,585695,283594,302101,6514,6514,0,,,19/1/2022 7:23
30/9/2021,Nong Khai,5,3169,516903,256356,260547,11497,11490,7,20,9,19/1/2022 7:23
30/9/2021,Nong Bua Lam Phu,7,3755,508929,253795,255134,1880,1880,0,,,19/1/2022 7:23
30/9/2021,Amnat Charoen,8,2785,376291,187148,189143,2964,2964,0,,,19/1/2022 7:23
30/9/2021,Udon Thani,123,17892,1566740,775793,790947,11621,11611,10,,,19/1/2022 7:23
30/9/2021,Uttaradit,10,3890,446754,217769,228985,7108,7108,0,,,19/1/2022 7:23
30/9/2021,Uthai Thani,25,3359,325202,158940,166262,2630,2630,0,,,19/1/2022 7:23
30/9/2021,Ubon Ratchathani,177,16893,1867421,932017,935404,25612,25612,0,74,31,19/1/2022 7:23
30/9/2021,Ang Thong,18,10450,275337,131732,143605,5978,5978,0,,,19/1/2022 7:23
30/9/2021,Chiang Rai,33,3713,1297567,630638,666929,52280,52001,279,39,13,19/1/2022 7:23
30/9/2021,Chiang Mai,85,12868,1787951,863847,924104,149552,148477,1075,58,27,19/1/2022 7:23
30/9/2021,Phetchaburi,115,18587,482635,232935,249700,88893,88804,89,,,19/1/2022 7:23
30/9/2021,Phetchabun,61,9368,978763,482612,496151,26514,26475,39,,,19/1/2022 7:23
30/9/2021,Loei,21,3014,638822,320038,318784,13785,13770,15,,,19/1/2022 7:23
30/9/2021,Phrae,16,1596,435288,209765,225523,11993,11993,0,48,19,19/1/2022 7:23
30/9/2021,Mae Hong Son,30,704,285937,144838,141099,11764,11539,225,10,4,19/1/2022 7:23
30/9/2021,,0,153,,,,,,,,,19/1/2022 7:23
1/10/2021,Krabi,103,4467,479040,237966,241074,6644,6408,236,,,19/1/2022 7:23
1/10/2021,Bangkok,1434,396477,5534354,2596396,2937958,535508,483200,52308,58,24,19/1/2022 7:23
1/10/2021,Kanchanaburi,177,17677,894097,448418,445679,467938,467816,122,51,13,19/1/2022 7:23
1/10/2021,Kalasin,14,7678,975928,482318,493610,31863,31863,0,,,19/1/2022 7:23
1/10/2021,Kamphaeng Phet,15,6988,712417,351684,360733,10935,10935,0,,,19/1/2022 7:23
1/10/2021,Khon Kaen,177,14762,1791477,880238,911239,78172,78172,0,74,32,19/1/2022 7:23
1/10/2021,Chanthaburi,270,11652,536488,262258,274230,49181,49069,112,,,19/1/2022 7:23
1/10/2021,Chachoengsao,126,32039,723575,354550,369025,192208,192208,0,52,30,19/1/2022 7:23
1/10/2021,Chon Buri,821,90696,1582463,771883,810580,224103,223216,887,57,32,19/1/2022 7:23
1/10/2021,Chai Nat,0,2305,320853,154238,166615,25249,25249,0,,,19/1/2022 7:23
1/10/2021,Chaiyaphum,41,10519,1122445,554477,567968,24350,24317,33,,,19/1/2022 7:23
1/10/2021,Chumphon,160,9145,509477,251470,258007,7560,7560,0,,,19/1/2022 7:23
1/10/2021,Trang,99,5814,639979,312812,327167,7387,7387,0,,,19/1/2022 7:23
1/10/2021,Trat,98,5009,228426,112944,115482,51815,51639,176,,,19/1/2022 7:23
1/10/2021,Tak,245,16150,675561,341512,334049,23928,23928,0,,,19/1/2022 7:23
1/10/2021,Nakhon Nayok,53,9808,260324,128842,131482,21362,21362,0,,,19/1/2022 7:23
1/10/2021,Nakhon Pathom,83,32504,922078,442736,479342,37242,37188,54,45,20,19/1/2022 7:23
1/10/2021,Nakhon Phanom,5,4792,717013,357096,359917,22046,22046,0,,,19/1/2022 7:23
1/10/2021,Nakhon Ratchasima,168,25245,2634213,1294009,1340204,236917,235237,1680,63,27,19/1/2022 7:23
1/10/2021,Nakhon Si Thammarat,378,16105,1549297,764402,784895,10942,10942,0,,,19/1/2022 7:23
1/10/2021,Nakhon Sawan,117,11285,1035673,505014,530659,28921,28763,158,71,25,19/1/2022 7:23
1/10/2021,Nonthaburi,184,61938,1286596,598356,688240,32482,32370,112,49,8,19/1/2022 7:23
1/10/2021,Narathiwat,518,24863,809130,400257,408873,1549,1549,0,27,16,19/1/2022 7:23
1/10/2021,Nan,3,2364,475962,238027,237935,57643,57453,190,,,19/1/2022 7:23
1/10/2021,Bueng Kan,1,1786,421923,211450,210473,7313,7296,17,,,19/1/2022 7:23
1/10/2021,Buri Ram,24,15696,1579696,783590,796106,48708,48574,134,,,19/1/2022 7:23
1/10/2021,Pathum Thani,121,38366,1187933,562786,625147,26324,26147,177,67,27,19/1/2022 7:23
1/10/2021,Prachuap Khiri Khan,139,11127,553609,274647,278962,262017,261857,160,,,19/1/2022 7:23
1/10/2021,Prachin Buri,353,16233,495017,244513,250504,17246,17246,0,66,37,19/1/2022 7:23
1/10/2021,Pattani,409,22151,729218,360169,369049,1157,1157,0,,,19/1/2022 7:23
1/10/2021,Phra Nakhon Si Ayutthaya,140,27625,820377,393914,426463,161519,160956,563,68,36,19/1/2022 7:23
1/10/2021,Phayao,2,1719,465061,226262,238799,21386,21386,0,43,17,19/1/2022 7:23
1/10/2021,Phang-nga,75,2611,268081,133851,134230,28887,21873,7014,,,19/1/2022 7:23
1/10/2021,Phatthalung,170,4548,522590,254511,268079,3107,3107,0,,,19/1/2022 7:23
1/10/2021,Phichit,12,4208,529974,258338,271636,11935,11935,0,,,19/1/2022 7:23
1/10/2021,Phitsanulok,84,4876,847418,414640,432778,52678,52480,198,,,19/1/2022 7:23
1/10/2021,Phuket,221,11377,419194,198106,221088,91363,64142,27221,50,22,19/1/2022 7:23
1/10/2021,Maha Sarakham,37,9666,949130,465310,483820,12910,12885,25,,,19/1/2022 7:23
1/10/2021,Mukdahan,20,2075,351338,175540,175798,38043,38043,0,,,19/1/2022 7:23
1/10/2021,Yala,525,23468,542002,269804,272198,1327,1327,0,34,24,19/1/2022 7:23
1/10/2021,Yasothon,13,5539,533454,266097,267357,6476,6476,0,,,19/1/2022 7:23
1/10/2021,Ranong,41,8891,194681,98240,96441,5367,5367,0,,,19/1/2022 7:23
1/10/2021,Rayong,472,32667,750107,368398,381709,51424,51159,265,54,19,19/1/2022 7:23
1/10/2021,Ratchaburi,224,30178,868830,422350,446480,88889,88772,117,,,19/1/2022 7:23
1/10/2021,Roi Et,20,12943,1296284,642133,654151,17276,17276,0,,,19/1/2022 7:23
1/10/2021,Lop Buri,82,14594,739712,368713,370999,47834,47796,38,,,19/1/2022 7:23
1/10/2021,Lampang,23,2256,725564,353383,372181,28742,28577,165,63,18,19/1/2022 7:23
1/10/2021,Lamphun,39,2173,401381,192875,208506,18167,18018,149,,,19/1/2022 7:23
1/10/2021,Si Sa Ket,149,14997,1457005,725113,731892,29110,29110,0,,,19/1/2022 7:23
1/10/2021,Sakon Nakhon,22,7135,1146320,569525,576795,37911,37911,0,,,19/1/2022 7:23
1/10/2021,Songkhla,451,31968,1431655,697409,734246,9362,9358,4,54,31,19/1/2022 7:23
1/10/2021,Satun,45,2241,324638,161492,163146,4965,4960,5,48,36,19/1/2022 7:23
1/10/2021,Samut Prakarn,861,112999,1356083,645776,710307,30524,30346,178,,,19/1/2022 7:23
1/10/2021,Samut Songkhram,43,10325,191082,91247,99835,44761,44761,0,24,11,19/1/2022 7:23
1/10/2021,Samut Sakhon,202,106660,586194,282490,303704,20981,20981,0,65,31,19/1/2022 7:23
1/10/2021,Saraburi,157,26730,644040,316399,327641,62770,62680,90,80,60,19/1/2022 7:23
1/10/2021,Sa kaeo,326,13920,561690,280406,281284,11217,10519,698,38,16,19/1/2022 7:23
1/10/2021,Sing Buri,14,2661,204869,97319,107550,15147,15124,23,,,19/1/2022 7:23
1/10/2021,Suphan Buri,74,12707,835825,403209,432616,112708,112708,0,,,19/1/2022 7:23
1/10/2021,Surat Thani,193,12434,1072403,527376,545027,9650,6323,3327, ,29,19/1/2022 7:23
1/10/2021,Surin,41,15022,1376625,684726,691899,19225,19203,22,,,19/1/2022 7:23
1/10/2021,Sukhothai,26,5564,585595,283519,302076,18172,17814,358,,,19/1/2022 7:23
1/10/2021,Nong Khai,4,3173,516972,256377,260595,29617,29500,117,23,10,19/1/2022 7:23
1/10/2021,Nong Bua Lam Phu,1,3756,508984,253786,255198,3417,3402,15,,,19/1/2022 7:23
1/10/2021,Amnat Charoen,0,2785,376306,187145,189161,4821,4821,0,,,19/1/2022 7:23
1/10/2021,Udon Thani,114,18006,1566668,775641,791027,44698,44548,150,,,19/1/2022 7:23
1/10/2021,Uttaradit,10,3900,446617,217679,228938,16832,16832,0,,,19/1/2022 7:23
1/10/2021,Uthai Thani,16,3375,325234,158965,166269,4910,4910,0,,,19/1/2022 7:23
1/10/2021,Ubon Ratchathani,114,17007,1867597,932041,935556,60742,60742,0,72,18,19/1/2022 7:23
1/10/2021,Ang Thong,56,10506,275167,131646,143521,15302,15302,0,,,19/1/2022 7:23
1/10/2021,Chiang Rai,35,3748,1298092,630910,667182,116319,115525,794,34,14,19/1/2022 7:23
1/10/2021,Chiang Mai,64,12932,1788340,863999,924341,214715,212787,1928,57,26,19/1/2022 7:23
1/10/2021,Phetchaburi,122,18709,482659,232915,249744,301889,301778,111,,,19/1/2022 7:23
1/10/2021,Phetchabun,36,9404,978584,482468,496116,84525,84467,58,,,19/1/2022 7:23
1/10/2021,Loei,10,3024,638788,319998,318790,83583,83511,72,,,19/1/2022 7:23
1/10/2021,Phrae,4,1600,435038,209644,225394,19532,19532,0,45,20,19/1/2022 7:23
1/10/2021,Mae Hong Son,8,712,285804,144781,141023,33309,33043,266,17,4,19/1/2022 7:23
1/10/2021,,20,173,,,,,,,,,19/1/2022 7:23
2/10/2021,Krabi,139,4606,479040,237966,241074,6644,6408,236,,,19/1/2022 7:23
2/10/2021,Bangkok,1251,397728,5534354,2596396,2937958,535508,483200,52308,57,36,19/1/2022 7:23
2/10/2021,Kanchanaburi,126,17803,894097,448418,445679,467938,467816,122,31,12,19/1/2022 7:23
2/10/2021,Kalasin,25,7703,975928,482318,493610,31863,31863,0,,,19/1/2022 7:23
2/10/2021,Kamphaeng Phet,16,7004,712417,351684,360733,10935,10935,0,,,19/1/2022 7:23
2/10/2021,Khon Kaen,193,14955,1791477,880238,911239,78172,78172,0,72,27,19/1/2022 7:23
2/10/2021,Chanthaburi,265,11917,536488,262258,274230,49181,49069,112,,,19/1/2022 7:23
2/10/2021,Chachoengsao,178,32217,723575,354550,369025,192208,192208,0,49,30,19/1/2022 7:23
2/10/2021,Chon Buri,638,91334,1582463,771883,810580,224103,223216,887,47,27,19/1/2022 7:23
2/10/2021,Chai Nat,3,2308,320853,154238,166615,25249,25249,0,,,19/1/2022 7:23
2/10/2021,Chaiyaphum,122,10641,1122445,554477,567968,24350,24317,33,,,19/1/2022 7:23
2/10/2021,Chumphon,164,9309,509477,251470,258007,7560,7560,0,,,19/1/2022 7:23
2/10/2021,Trang,88,5902,639979,312812,327167,7387,7387,0,,,19/1/2022 7:23
2/10/2021,Trat,109,5118,228426,112944,115482,51815,51639,176,,,19/1/2022 7:23
2/10/2021,Tak,219,16369,675561,341512,334049,23928,23928,0,,,19/1/2022 7:23
2/10/2021,Nakhon Nayok,49,9857,260324,128842,131482,21362,21362,0,,,19/1/2022 7:23
2/10/2021,Nakhon Pathom,74,32578,922078,442736,479342,37242,37188,54,46,25,19/1/2022 7:23
2/10/2021,Nakhon Phanom,9,4801,717013,357096,359917,22046,22046,0,,,19/1/2022 7:23
2/10/2021,Nakhon Ratchasima,250,25495,2634213,1294009,1340204,236917,235237,1680,61,26,19/1/2022 7:23
2/10/2021,Nakhon Si Thammarat,526,16631,1549297,764402,784895,10942,10942,0,,,19/1/2022 7:23
2/10/2021,Nakhon Sawan,98,11383,1035673,505014,530659,28921,28763,158,47,22,19/1/2022 7:23
2/10/2021,Nonthaburi,183,62121,1286596,598356,688240,32482,32370,112,34,10,19/1/2022 7:23
2/10/2021,Narathiwat,496,25359,809130,400257,408873,1549,1549,0,36,15,19/1/2022 7:23
2/10/2021,Nan,0,2364,475962,238027,237935,57643,57453,190,,,19/1/2022 7:23
2/10/2021,Bueng Kan,2,1788,421923,211450,210473,7313,7296,17,,,19/1/2022 7:23
2/10/2021,Buri Ram,30,15726,1579696,783590,796106,48708,48574,134,,,19/1/2022 7:23
2/10/2021,Pathum Thani,106,38472,1187933,562786,625147,26324,26147,177,59,22,19/1/2022 7:23
2/10/2021,Prachuap Khiri Khan,201,11328,553609,274647,278962,262017,261857,160,,,19/1/2022 7:23
2/10/2021,Prachin Buri,349,16582,495017,244513,250504,17246,17246,0,68,32,19/1/2022 7:23
2/10/2021,Pattani,311,22462,729218,360169,369049,1157,1157,0,,,19/1/2022 7:23
2/10/2021,Phra Nakhon Si Ayutthaya,154,27779,820377,393914,426463,161519,160956,563,52,34,19/1/2022 7:23
2/10/2021,Phayao,0,1719,465061,226262,238799,21386,21386,0,38,15,19/1/2022 7:23
2/10/2021,Phang-nga,61,2672,268081,133851,134230,28887,21873,7014,,,19/1/2022 7:23
2/10/2021,Phatthalung,60,4608,522590,254511,268079,3107,3107,0,,,19/1/2022 7:23
2/10/2021,Phichit,13,4221,529974,258338,271636,11935,11935,0,,,19/1/2022 7:23
2/10/2021,Phitsanulok,45,4921,847418,414640,432778,52678,52480,198,,,19/1/2022 7:23
2/10/2021,Phuket,248,11625,419194,198106,221088,91363,64142,27221,54,22,19/1/2022 7:23
2/10/2021,Maha Sarakham,61,9727,949130,465310,483820,12910,12885,25,,,19/1/2022 7:23
2/10/2021,Mukdahan,4,2079,351338,175540,175798,38043,38043,0,,,19/1/2022 7:23
2/10/2021,Yala,739,24207,542002,269804,272198,1327,1327,0,44,25,19/1/2022 7:23
2/10/2021,Yasothon,14,5553,533454,266097,267357,6476,6476,0,,,19/1/2022 7:23
2/10/2021,Ranong,44,8935,194681,98240,96441,5367,5367,0,,,19/1/2022 7:23
2/10/2021,Rayong,451,33118,750107,368398,381709,51424,51159,265,31,24,19/1/2022 7:23
2/10/2021,Ratchaburi,242,30420,868830,422350,446480,88889,88772,117,,,19/1/2022 7:23
2/10/2021,Roi Et,24,12967,1296284,642133,654151,17276,17276,0,,,19/1/2022 7:23
2/10/2021,Lop Buri,74,14668,739712,368713,370999,47834,47796,38,,,19/1/2022 7:23
2/10/2021,Lampang,11,2267,725564,353383,372181,28742,28577,165,54,16,19/1/2022 7:23
2/10/2021,Lamphun,43,2216,401381,192875,208506,18167,18018,149,,,19/1/2022 7:23
2/10/2021,Si Sa Ket,24,15021,1457005,725113,731892,29110,29110,0,,,19/1/2022 7:23
2/10/2021,Sakon Nakhon,25,7160,1146320,569525,576795,37911,37911,0,,,19/1/2022 7:23
2/10/2021,Songkhla,434,32402,1431655,697409,734246,9362,9358,4,60,34,19/1/2022 7:23
2/10/2021,Satun,43,2284,324638,161492,163146,4965,4960,5,59,34,19/1/2022 7:23
2/10/2021,Samut Prakarn,646,113645,1356083,645776,710307,30524,30346,178,,,19/1/2022 7:23
2/10/2021,Samut Songkhram,64,10389,191082,91247,99835,44761,44761,0,30,14,19/1/2022 7:23
2/10/2021,Samut Sakhon,151,106811,586194,282490,303704,20981,20981,0,60,31,19/1/2022 7:23
2/10/2021,Saraburi,172,26902,644040,316399,327641,62770,62680,90,69,71,19/1/2022 7:23
2/10/2021,Sa kaeo,94,14014,561690,280406,281284,11217,10519,698,35,18,19/1/2022 7:23
2/10/2021,Sing Buri,8,2669,204869,97319,107550,15147,15124,23,,,19/1/2022 7:23
2/10/2021,Suphan Buri,101,12808,835825,403209,432616,112708,112708,0,,,19/1/2022 7:23
2/10/2021,Surat Thani,251,12685,1072403,527376,545027,9650,6323,3327,84,29,19/1/2022 7:23
2/10/2021,Surin,39,15061,1376625,684726,691899,19225,19203,22,,,19/1/2022 7:23
2/10/2021,Sukhothai,17,5581,585595,283519,302076,18172,17814,358,,,19/1/2022 7:23
2/10/2021,Nong Khai,39,3212,516972,256377,260595,29617,29500,117,23,12,19/1/2022 7:23
2/10/2021,Nong Bua Lam Phu,16,3772,508984,253786,255198,3417,3402,15,,,19/1/2022 7:23
2/10/2021,Amnat Charoen,7,2792,376306,187145,189161,4821,4821,0,,,19/1/2022 7:23
2/10/2021,Udon Thani,226,18232,1566668,775641,791027,44698,44548,150,,,19/1/2022 7:23
2/10/2021,Uttaradit,12,3912,446617,217679,228938,16832,16832,0,,,19/1/2022 7:23
2/10/2021,Uthai Thani,14,3389,325234,158965,166269,4910,4910,0,,,19/1/2022 7:23
2/10/2021,Ubon Ratchathani,172,17179,1867597,932041,935556,60742,60742,0,46,26,19/1/2022 7:23
2/10/2021,Ang Thong,39,10545,275167,131646,143521,15302,15302,0,,,19/1/2022 7:23
2/10/2021,Chiang Rai,30,3778,1298092,630910,667182,116319,115525,794,39,12,19/1/2022 7:23
2/10/2021,Chiang Mai,73,13005,1788340,863999,924341,214715,212787,1928,52,23,19/1/2022 7:23
2/10/2021,Phetchaburi,99,18808,482659,232915,249744,301889,301778,111,,,19/1/2022 7:23
2/10/2021,Phetchabun,34,9438,978584,482468,496116,84525,84467,58,,,19/1/2022 7:23
2/10/2021,Loei,12,3036,638788,319998,318790,83583,83511,72,,,19/1/2022 7:23
2/10/2021,Phrae,0,1600,435038,209644,225394,19532,19532,0,36,19,19/1/2022 7:23
2/10/2021,Mae Hong Son,26,738,285804,144781,141023,33309,33043,266,16,3,19/1/2022 7:23
2/10/2021,,0,173,,,,,,,,,19/1/2022 7:23
3/10/2021,Krabi,100,4706,479040,237966,241074,6644,6408,236,,,19/1/2022 7:23
3/10/2021,Bangkok,1221,398949,5534354,2596396,2937958,535508,483200,52308,72,33,19/1/2022 7:23
3/10/2021,Kanchanaburi,131,17934,894097,448418,445679,467938,467816,122,26,15,19/1/2022 7:23
3/10/2021,Kalasin,33,7736,975928,482318,493610,31863,31863,0,,,19/1/2022 7:23
3/10/2021,Kamphaeng Phet,28,7032,712417,351684,360733,10935,10935,0,,,19/1/2022 7:23
3/10/2021,Khon Kaen,176,15131,1791477,880238,911239,78172,78172,0,62,36,19/1/2022 7:23
3/10/2021,Chanthaburi,264,12181,536488,262258,274230,49181,49069,112,,,19/1/2022 7:23
3/10/2021,Chachoengsao,149,32366,723575,354550,369025,192208,192208,0,61,31,19/1/2022 7:23
3/10/2021,Chon Buri,643,91977,1582463,771883,810580,224103,223216,887,56,33,19/1/2022 7:23
3/10/2021,Chai Nat,1,2309,320853,154238,166615,25249,25249,0,,,19/1/2022 7:23
3/10/2021,Chaiyaphum,46,10687,1122445,554477,567968,24350,24317,33,,,19/1/2022 7:23
3/10/2021,Chumphon,143,9452,509477,251470,258007,7560,7560,0,,,19/1/2022 7:23
3/10/2021,Trang,68,5970,639979,312812,327167,7387,7387,0,,,19/1/2022 7:23
3/10/2021,Trat,82,5200,228426,112944,115482,51815,51639,176,,,19/1/2022 7:23
3/10/2021,Tak,119,16488,675561,341512,334049,23928,23928,0,,,19/1/2022 7:23
